datasourceId,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,pm2_5ConcMass24HourMean.raw,pm2_5ConcMass24HourMean.value,pm2_5ConcMass24HourMeanUsEpaAqi.raw,pm2_5ConcMass24HourMeanUsEpaAqi.value,pm2_5ConcNum24HourMean.raw,pm2_5ConcNum24HourMean.value,relHumidInternal24HourMean.raw,relHumidInternal24HourMean.value,temperatureInternal24HourMean.raw,temperatureInternal24HourMean.value,Name
DHPSP8686,2024-12-10T00:00:00.000Z,2024-12-11T00:00:00.000Z,37.65876,-122.407,14.96,13.9,62,60,17.54,17.54,48.41,48.41,12.98,12.98,Cypress and Pine Playlot
DHPSP8686,2025-02-02T00:00:00.000Z,2025-02-03T00:00:00.000Z,37.65876,-122.407,1.89,4.8,10,27,3.84,3.84,86.3,86.3,15.21,15.21,Cypress and Pine Playlot
DHPSP8686,2024-11-20T00:00:00.000Z,2024-11-21T00:00:00.000Z,37.65876,-122.407,1.37,5.67,7,31,2.92,2.92,55,55,13.58,13.58,Cypress and Pine Playlot
DHPSP8686,2025-02-09T00:00:00.000Z,2025-02-10T00:00:00.000Z,37.65876,-122.407,3.01,6.09,17,33,4.6,4.6,64.59,64.59,10.08,10.08,Cypress and Pine Playlot
DHPSP8686,2024-12-19T00:00:00.000Z,2024-12-20T00:00:00.000Z,37.65876,-122.407,30.44,17.75,91,67,33.72,33.72,76.74,76.74,11.87,11.87,Cypress and Pine Playlot
DHPSP8686,2025-02-06T00:00:00.000Z,2025-02-07T00:00:00.000Z,37.65876,-122.407,2.89,5.46,16,30,4.76,4.76,73.43,73.43,10.26,10.26,Cypress and Pine Playlot
DHPSP8686,2025-01-20T00:00:00.000Z,2025-01-21T00:00:00.000Z,37.65876,-122.407,16.76,11.61,65,56,18.62,18.62,65.41,65.41,11,11,Cypress and Pine Playlot
DHPSP8686,2025-03-12T00:00:00.000Z,2025-03-13T00:00:00.000Z,37.65876,-122.407,1.75,5.05,9,28,3.86,3.86,72.99,72.99,13.37,13.37,Cypress and Pine Playlot
DHPSP8686,2025-02-19T00:00:00.000Z,2025-02-20T00:00:00.000Z,37.65876,-122.407,3.32,6.74,18,37,4.83,4.83,74.86,74.86,13.17,13.17,Cypress and Pine Playlot
DHPSP8686,2025-02-12T00:00:00.000Z,2025-02-13T00:00:00.000Z,37.65876,-122.407,2.76,6.17,15,34,4.61,4.61,67.45,67.45,9.62,9.62,Cypress and Pine Playlot
DHPSP8686,2025-02-22T00:00:00.000Z,2025-02-23T00:00:00.000Z,37.65876,-122.407,8.68,9.66,48,52,10.68,10.68,70.54,70.54,13.32,13.32,Cypress and Pine Playlot
DHPSP8686,2025-02-23T00:00:00.000Z,2025-02-24T00:00:00.000Z,37.65876,-122.407,4.35,6.94,24,38,6.13,6.13,74.75,74.75,14.11,14.11,Cypress and Pine Playlot
DHPSP8686,2025-02-24T00:00:00.000Z,2025-02-25T00:00:00.000Z,37.65876,-122.407,4.07,5.74,22,32,5.78,5.78,79.39,79.39,15,15,Cypress and Pine Playlot
DHPSP8686,2024-12-11T00:00:00.000Z,2024-12-12T00:00:00.000Z,37.65876,-122.407,51.8,32.49,141,94,59.82,59.82,64.41,64.41,11.89,11.89,Cypress and Pine Playlot
DHPSP8686,2025-03-22T00:00:00.000Z,2025-03-23T00:00:00.000Z,37.65876,-122.407,3.04,7.18,17,39,4.62,4.62,70.75,70.75,14.43,14.43,Cypress and Pine Playlot
DHPSP8686,2025-02-07T00:00:00.000Z,2025-02-08T00:00:00.000Z,37.65876,-122.407,1.67,5.06,9,28,2.97,2.97,79.86,79.86,12.7,12.7,Cypress and Pine Playlot
DHPSP8686,2024-11-21T00:00:00.000Z,2024-11-22T00:00:00.000Z,37.65876,-122.407,1.03,3.95,6,22,2.45,2.45,86,86,13.99,13.99,Cypress and Pine Playlot
DHPSP8686,2025-02-10T00:00:00.000Z,2025-02-11T00:00:00.000Z,37.65876,-122.407,3.31,6.4,18,36,4.83,4.83,60.91,60.91,9.95,9.95,Cypress and Pine Playlot
DHPSP8686,2024-12-20T00:00:00.000Z,2024-12-21T00:00:00.000Z,37.65876,-122.407,45.14,25.09,125,81,48.42,48.42,79.58,79.58,10.9,10.9,Cypress and Pine Playlot
DHPSP8686,2025-02-13T00:00:00.000Z,2025-02-14T00:00:00.000Z,37.65876,-122.407,5.66,7.09,31,39,7.75,7.75,82.38,82.38,12.61,12.61,Cypress and Pine Playlot
DHPSP8686,2025-01-21T00:00:00.000Z,2025-01-22T00:00:00.000Z,37.65876,-122.407,3.9,7.27,22,40,6.23,6.23,46.07,46.07,11.86,11.86,Cypress and Pine Playlot
DHPSP8686,2025-03-13T00:00:00.000Z,2025-03-14T00:00:00.000Z,37.65876,-122.407,1.34,5.1,7,28,2.66,2.66,77.02,77.02,10.33,10.33,Cypress and Pine Playlot
DHPSP8686,2025-02-21T00:00:00.000Z,2025-02-22T00:00:00.000Z,37.65876,-122.407,4.81,7.86,27,43,6.49,6.49,63.87,63.87,13.24,13.24,Cypress and Pine Playlot
DHPSP8686,2025-03-16T00:00:00.000Z,2025-03-17T00:00:00.000Z,37.65876,-122.407,7.22,11.34,40,55,7.68,7.68,69.57,69.57,12.73,12.73,Cypress and Pine Playlot
DHPSP8686,2025-02-01T00:00:00.000Z,2025-02-02T00:00:00.000Z,37.65876,-122.407,4.68,5.19,26,28,7.39,7.39,86.44,86.44,13.25,13.25,Cypress and Pine Playlot
DHPSP8686,2025-01-30T00:00:00.000Z,2025-01-31T00:00:00.000Z,37.65876,-122.407,5.98,7.65,33,42,9.07,9.07,65.5,65.5,10.7,10.7,Cypress and Pine Playlot
DHPSP8686,2024-12-09T00:00:00.000Z,2024-12-10T00:00:00.000Z,37.65876,-122.407,14.83,11.28,62,55,16.21,16.21,61.72,61.72,12.65,12.65,Cypress and Pine Playlot
DHPSP8686,2024-12-12T00:00:00.000Z,2024-12-13T00:00:00.000Z,37.65876,-122.407,10.16,10.85,53,54,12,12,73.59,73.59,13.46,13.46,Cypress and Pine Playlot
DHPSP8686,2025-03-23T00:00:00.000Z,2025-03-24T00:00:00.000Z,37.65876,-122.407,5.89,8.08,32,44,7.9,7.9,72.99,72.99,14.63,14.63,Cypress and Pine Playlot
DHPSP8686,2025-02-08T00:00:00.000Z,2025-02-09T00:00:00.000Z,37.65876,-122.407,1.88,5.57,10,31,3.35,3.35,68.65,68.65,11.11,11.11,Cypress and Pine Playlot
DHPSP8686,2024-11-22T00:00:00.000Z,2024-11-23T00:00:00.000Z,37.65876,-122.407,0.8,3.68,4,20,2.11,2.11,86.65,86.65,15.67,15.67,Cypress and Pine Playlot
DHPSP8686,2024-12-18T00:00:00.000Z,2024-12-19T00:00:00.000Z,37.65876,-122.407,32.66,17.55,95,67,36.34,36.34,84.02,84.02,10.79,10.79,Cypress and Pine Playlot
DHPSP8686,2024-12-21T00:00:00.000Z,2024-12-22T00:00:00.000Z,37.65876,-122.407,26.48,16.58,83,65,29.91,29.91,82.46,82.46,12.74,12.74,Cypress and Pine Playlot
DHPSP8686,2025-02-14T00:00:00.000Z,2025-02-15T00:00:00.000Z,37.65876,-122.407,4.15,9.05,23,50,5,5,77.75,77.75,13.16,13.16,Cypress and Pine Playlot
DHPSP8686,2025-01-22T00:00:00.000Z,2025-01-23T00:00:00.000Z,37.65876,-122.407,19.54,15.33,70,63,21.74,21.74,54.28,54.28,11.08,11.08,Cypress and Pine Playlot
DHPSP8686,2025-03-14T00:00:00.000Z,2025-03-15T00:00:00.000Z,37.65876,-122.407,1.01,5.42,6,30,2.07,2.07,70.26,70.26,11.05,11.05,Cypress and Pine Playlot
DHPSP8686,2025-02-20T00:00:00.000Z,2025-02-21T00:00:00.000Z,37.65876,-122.407,6.53,8.15,36,45,8.99,8.99,73.57,73.57,13.87,13.87,Cypress and Pine Playlot
DHPSP8686,2025-03-17T00:00:00.000Z,2025-03-18T00:00:00.000Z,37.65876,-122.407,2.48,6.33,13,35,3.77,3.77,77.4,77.4,13.02,13.02,Cypress and Pine Playlot
DHPSP8686,2025-03-18T00:00:00.000Z,2025-03-19T00:00:00.000Z,37.65876,-122.407,2.87,7.37,16,41,3.97,3.97,63.6,63.6,11.91,11.91,Cypress and Pine Playlot
DHPSP8686,2025-01-31T00:00:00.000Z,2025-02-01T00:00:00.000Z,37.65876,-122.407,12.44,10.12,57,53,16.31,16.31,73.56,73.56,9.91,9.91,Cypress and Pine Playlot
DHPSP8686,2025-03-21T00:00:00.000Z,2025-03-22T00:00:00.000Z,37.65876,-122.407,3.79,8.19,21,45,4.96,4.96,63.72,63.72,13.46,13.46,Cypress and Pine Playlot
DHPSP8686,2024-12-13T00:00:00.000Z,2024-12-14T00:00:00.000Z,37.65876,-122.407,3.9,7.77,22,43,4.78,4.78,81.94,81.94,12.43,12.43,Cypress and Pine Playlot
DHPSP8686,2025-03-24T00:00:00.000Z,2025-03-25T00:00:00.000Z,37.65876,-122.407,5.09,7.22,28,40,6.94,6.94,70.42,70.42,15.86,15.86,Cypress and Pine Playlot
DHPSP8686,2024-12-16T00:00:00.000Z,2024-12-17T00:00:00.000Z,37.65876,-122.407,17.87,11.78,67,56,19.47,19.47,83.26,83.26,10.35,10.35,Cypress and Pine Playlot
DHPSP8686,2025-03-27T00:00:00.000Z,2025-03-28T00:00:00.000Z,37.65876,-122.407,2.02,5.41,11,30,3.86,3.86,74.82,74.82,15.29,15.29,Cypress and Pine Playlot
DHPSP8686,2024-11-26T00:00:00.000Z,2024-11-27T00:00:00.000Z,37.65876,-122.407,2.59,4.57,14,25,4.32,4.32,86.45,86.45,13.09,13.09,Cypress and Pine Playlot
DHPSP8686,2024-12-22T00:00:00.000Z,2024-12-23T00:00:00.000Z,37.65876,-122.407,25.26,14.79,81,61,28,28,87.8,87.8,14.18,14.18,Cypress and Pine Playlot
DHPSP8686,2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,37.65876,-122.407,9.28,10.54,51,54,9.83,9.83,71.66,71.66,10.2,10.2,Cypress and Pine Playlot
DHPSP8686,2025-01-23T00:00:00.000Z,2025-01-24T00:00:00.000Z,37.65876,-122.407,13.51,12.85,59,58,16.79,16.79,51.33,51.33,13.01,13.01,Cypress and Pine Playlot
DHPSP8686,2024-12-02T00:00:00.000Z,2024-12-03T00:00:00.000Z,37.65876,-122.407,16.14,13.23,64,59,20.3,20.3,57.21,57.21,14.77,14.77,Cypress and Pine Playlot
DHPSP8686,2025-01-26T00:00:00.000Z,2025-01-27T00:00:00.000Z,37.65876,-122.407,4.33,7.71,24,43,6.48,6.48,50.32,50.32,11.32,11.32,Cypress and Pine Playlot
DHPSP8686,2024-12-05T00:00:00.000Z,2024-12-06T00:00:00.000Z,37.65876,-122.407,27.68,17.99,85,67,33.22,33.22,71.83,71.83,13.91,13.91,Cypress and Pine Playlot
DHPSP8686,2025-03-19T00:00:00.000Z,2025-03-20T00:00:00.000Z,37.65876,-122.407,4.45,7.67,24,42,6.49,6.49,64.85,64.85,12.09,12.09,Cypress and Pine Playlot
DHPSP8686,2024-12-08T00:00:00.000Z,2024-12-09T00:00:00.000Z,37.65876,-122.407,72.33,41.92,163,117,96.63,96.63,71.11,71.11,14.58,14.58,Cypress and Pine Playlot
DHPSP8686,2025-01-06T00:00:00.000Z,2025-01-07T00:00:00.000Z,37.65876,-122.407,19.23,13.15,70,58,20.4,20.4,84.38,84.38,11.77,11.77,Cypress and Pine Playlot
DHPSP8686,2024-12-14T00:00:00.000Z,2024-12-15T00:00:00.000Z,37.65876,-122.407,2.24,6.68,12,37,3.34,3.34,78.33,78.33,13.41,13.41,Cypress and Pine Playlot
DHPSP8686,2025-03-25T00:00:00.000Z,2025-03-26T00:00:00.000Z,37.65876,-122.407,6.75,8.37,37,46,11.06,11.06,59.04,59.04,21.47,21.47,Cypress and Pine Playlot
DHPSP8686,2024-12-17T00:00:00.000Z,2024-12-18T00:00:00.000Z,37.65876,-122.407,25.52,15.47,82,63,26.76,26.76,85.97,85.97,11.96,11.96,Cypress and Pine Playlot
DHPSP8686,2025-03-28T00:00:00.000Z,2025-03-29T00:00:00.000Z,37.65876,-122.407,3.47,8.03,19,44,4.51,4.51,70.23,70.23,15.34,15.34,Cypress and Pine Playlot
DHPSP8686,2024-11-27T00:00:00.000Z,2024-11-28T00:00:00.000Z,37.65876,-122.407,3.94,5.72,22,32,5.81,5.81,70.9,70.9,12.63,12.63,Cypress and Pine Playlot
DHPSP8686,2024-12-23T00:00:00.000Z,2024-12-24T00:00:00.000Z,37.65876,-122.407,22.17,13.89,75,60,26.99,26.99,88.98,88.98,15.38,15.38,Cypress and Pine Playlot
DHPSP8686,2025-02-16T00:00:00.000Z,2025-02-17T00:00:00.000Z,37.65876,-122.407,7.25,8.87,40,49,8.99,8.99,72.64,72.64,11.83,11.83,Cypress and Pine Playlot
DHPSP8686,2025-01-24T00:00:00.000Z,2025-01-25T00:00:00.000Z,37.65876,-122.407,28.07,20.86,86,73,33.4,33.4,53.67,53.67,12.37,12.37,Cypress and Pine Playlot
DHPSP8686,2024-12-03T00:00:00.000Z,2024-12-04T00:00:00.000Z,37.65876,-122.407,14.26,12.39,61,57,18.13,18.13,57.98,57.98,13.98,13.98,Cypress and Pine Playlot
DHPSP8686,2025-01-27T00:00:00.000Z,2025-01-28T00:00:00.000Z,37.65876,-122.407,5.33,8.59,29,47,7.55,7.55,51.29,51.29,10.48,10.48,Cypress and Pine Playlot
DHPSP8686,2024-12-06T00:00:00.000Z,2024-12-07T00:00:00.000Z,37.65876,-122.407,20.11,14.36,71,61,25.3,25.3,70.82,70.82,14.23,14.23,Cypress and Pine Playlot
DHPSP8686,2025-03-20T00:00:00.000Z,2025-03-21T00:00:00.000Z,37.65876,-122.407,1.92,5.77,11,32,3.83,3.83,64.49,64.49,13.47,13.47,Cypress and Pine Playlot
DHPSP8686,2025-01-04T00:00:00.000Z,2025-01-05T00:00:00.000Z,37.65876,-122.407,9.48,10.54,52,54,10.78,10.78,83.86,83.86,11.51,11.51,Cypress and Pine Playlot
DHPSP8686,2025-01-07T00:00:00.000Z,2025-01-08T00:00:00.000Z,37.65876,-122.407,4.7,6.27,26,34,5.64,5.64,58.53,58.53,15.45,15.45,Cypress and Pine Playlot
DHPSP8686,2024-12-15T00:00:00.000Z,2024-12-16T00:00:00.000Z,37.65876,-122.407,9.7,10.05,52,53,10.79,10.79,82.29,82.29,9.84,9.84,Cypress and Pine Playlot
DHPSP8686,2025-03-26T00:00:00.000Z,2025-03-27T00:00:00.000Z,37.65876,-122.407,5.57,7.67,31,42,8.57,8.57,64.3,64.3,17.24,17.24,Cypress and Pine Playlot
DHPSP8686,2024-11-25T00:00:00.000Z,2024-11-26T00:00:00.000Z,37.65876,-122.407,1.89,4.74,10,26,3.8,3.8,77.96,77.96,13.09,13.09,Cypress and Pine Playlot
DHPSP8686,2025-03-29T00:00:00.000Z,2025-03-30T00:00:00.000Z,37.65876,-122.407,2.56,6.93,14,38,3.82,3.82,64.77,64.77,14.07,14.07,Cypress and Pine Playlot
DHPSP8686,2024-11-28T00:00:00.000Z,2024-11-29T00:00:00.000Z,37.65876,-122.407,10.24,9.8,53,52,11.71,11.71,62.47,62.47,10.97,10.97,Cypress and Pine Playlot
DHPSP8686,2024-12-24T00:00:00.000Z,2024-12-25T00:00:00.000Z,37.65876,-122.407,7.27,7.78,40,43,9.77,9.77,85.42,85.42,15.14,15.14,Cypress and Pine Playlot
DHPSP8686,2024-12-27T00:00:00.000Z,2024-12-28T00:00:00.000Z,37.65876,-122.407,6,9.78,33,52,7.35,7.35,85.78,85.78,15.26,15.26,Cypress and Pine Playlot
DHPSP8686,2025-01-25T00:00:00.000Z,2025-01-26T00:00:00.000Z,37.65876,-122.407,9.86,12.28,52,57,11.98,11.98,64.56,64.56,12.73,12.73,Cypress and Pine Playlot
DHPSP8686,2024-12-04T00:00:00.000Z,2024-12-05T00:00:00.000Z,37.65876,-122.407,35.06,22.61,99,76,44.76,44.76,64.03,64.03,13.82,13.82,Cypress and Pine Playlot
DHPSP8686,2025-01-28T00:00:00.000Z,2025-01-29T00:00:00.000Z,37.65876,-122.407,4.96,7.17,27,39,7.53,7.53,64.15,64.15,12.12,12.12,Cypress and Pine Playlot
DHPSP8686,2024-12-07T00:00:00.000Z,2024-12-08T00:00:00.000Z,37.65876,-122.407,41.21,25.5,115,82,55.58,55.58,71.04,71.04,13.43,13.43,Cypress and Pine Playlot
DHPSP8686,2024-11-14T00:00:00.000Z,2024-11-15T00:00:00.000Z,37.65876,122.407,4.44,7.58,24,42,5.56,5.56,75.97,75.97,14.66,14.66,Cypress and Pine Playlot
DHPSP8686,2025-01-05T00:00:00.000Z,2025-01-06T00:00:00.000Z,37.65876,-122.407,11.48,11.11,55,55,13.27,13.27,79.78,79.78,11.46,11.46,Cypress and Pine Playlot
DHPSP8686,2025-01-08T00:00:00.000Z,2025-01-09T00:00:00.000Z,37.65876,-122.407,0.42,5.08,2,28,2.02,2.02,34.04,34.04,16.43,16.43,Cypress and Pine Playlot
DHPSP8686,2024-11-23T00:00:00.000Z,2024-11-24T00:00:00.000Z,37.65876,-122.407,1.23,4.21,7,23,2.55,2.55,83.65,83.65,14.63,14.63,Cypress and Pine Playlot
DHPSP8686,2025-01-11T00:00:00.000Z,2025-01-12T00:00:00.000Z,37.65876,-122.407,7.62,8.65,42,48,10.47,10.47,54.47,54.47,15.53,15.53,Cypress and Pine Playlot
DHPSP8686,2025-01-12T00:00:00.000Z,2025-01-13T00:00:00.000Z,37.65876,-122.407,0.38,5.07,2,28,1.59,1.59,27.63,27.63,16.91,16.91,Cypress and Pine Playlot
DHPSP8686,2025-03-30T00:00:00.000Z,2025-03-31T00:00:00.000Z,37.65876,-122.407,1.57,5.61,8,31,3.17,3.17,63.91,63.91,14.04,14.04,Cypress and Pine Playlot
DHPSP8686,2024-11-29T00:00:00.000Z,2024-11-30T00:00:00.000Z,37.65876,-122.407,16.06,12.4,64,57,19.12,19.12,62.78,62.78,11.4,11.4,Cypress and Pine Playlot
DHPSP8686,2024-12-25T00:00:00.000Z,2024-12-26T00:00:00.000Z,37.65876,-122.407,5.83,8.28,32,46,7.09,7.09,81.47,81.47,10.58,10.58,Cypress and Pine Playlot
DHPSP8686,2024-12-28T00:00:00.000Z,2024-12-29T00:00:00.000Z,37.65876,-122.407,6.27,9.48,34,52,7.58,7.58,85.69,85.69,14.76,14.76,Cypress and Pine Playlot
DHPSP8686,2024-12-29T00:00:00.000Z,2024-12-30T00:00:00.000Z,37.65876,-122.407,3.66,5.81,20,32,6.31,6.31,82.83,82.83,15.94,15.94,Cypress and Pine Playlot
DHPSP8686,2024-12-31T00:00:00.000Z,2025-01-01T00:00:00.000Z,37.65876,-122.407,5.98,7.54,33,42,7.79,7.79,70.47,70.47,10.64,10.64,Cypress and Pine Playlot
DHPSP8686,2025-01-29T00:00:00.000Z,2025-01-30T00:00:00.000Z,37.65876,-122.407,4.56,7.21,25,40,7.36,7.36,67.48,67.48,12.09,12.09,Cypress and Pine Playlot
DHPSP8686,2025-01-03T00:00:00.000Z,2025-01-04T00:00:00.000Z,37.65876,-122.407,16.6,11.69,65,56,21.93,21.93,78.32,78.32,13.38,13.38,Cypress and Pine Playlot
DHPSP8686,2025-01-13T00:00:00.000Z,2025-01-14T00:00:00.000Z,37.65876,-122.407,3.53,7.94,19,44,4.71,4.71,50.57,50.57,13.31,13.31,Cypress and Pine Playlot
DHPSP8686,2024-12-01T00:00:00.000Z,2024-12-02T00:00:00.000Z,37.65876,-122.407,14.89,12.48,62,57,19.59,19.59,55.85,55.85,14.92,14.92,Cypress and Pine Playlot
DHPSP8686,2025-01-09T00:00:00.000Z,2025-01-10T00:00:00.000Z,37.65876,-122.407,6.5,8.88,36,49,9.27,9.27,49.06,49.06,13.69,13.69,Cypress and Pine Playlot
DHPSP8686,2024-11-24T00:00:00.000Z,2024-11-25T00:00:00.000Z,37.65876,-122.407,4.51,6.1,25,34,5.99,5.99,77.81,77.81,11.68,11.68,Cypress and Pine Playlot
DHPSP8686,2024-12-26T00:00:00.000Z,2024-12-27T00:00:00.000Z,37.65876,-122.407,4.79,6.49,26,36,6.79,6.79,79.23,79.23,12.66,12.66,Cypress and Pine Playlot
DHPSP8686,2025-01-02T00:00:00.000Z,2025-01-03T00:00:00.000Z,37.65876,-122.407,15.18,11.72,62,56,19.94,19.94,71.02,71.02,12.06,12.06,Cypress and Pine Playlot
DHPSP8686,2025-03-31T00:00:00.000Z,2025-04-01T00:00:00.000Z,37.65876,-122.407,3.02,7,17,39,4.5,4.5,71.55,71.55,15.19,15.19,Cypress and Pine Playlot
DHPSP8686,2024-11-30T00:00:00.000Z,2024-12-01T00:00:00.000Z,37.65876,-122.407,20.18,14.31,71,61,23.96,23.96,63.58,63.58,12.19,12.19,Cypress and Pine Playlot
DHPSP8686,2024-11-13T00:00:00.000Z,2024-11-14T00:00:00.000Z,37.65876,122.407,3.96,7.38,22,41,5.04,5.04,70.4,70.4,13.08,13.08,Cypress and Pine Playlot
DHPSP8686,2025-03-15T00:00:00.000Z,2025-03-16T00:00:00.000Z,37.65876,-122.407,11.67,15.41,56,63,11.13,11.13,67.97,67.97,13.38,13.38,Cypress and Pine Playlot
DHPSP8686,2025-01-01T00:00:00.000Z,2025-01-02T00:00:00.000Z,37.65876,-122.407,23.66,16.08,78,64,27.24,27.24,72.82,72.82,10.19,10.19,Cypress and Pine Playlot
DHPSP8686,2025-01-10T00:00:00.000Z,2025-01-11T00:00:00.000Z,37.65876,-122.407,7.25,9.25,40,51,10.44,10.44,51.49,51.49,14.7,14.7,Cypress and Pine Playlot
DHPSP8686,2025-04-01T00:00:00.000Z,2025-04-02T00:00:00.000Z,37.65876,-122.407,2.57,7.02,14,39,3.68,3.68,73.12,73.12,12.54,12.54,Cypress and Pine Playlot
DHPSP8686,2024-12-30T00:00:00.000Z,2024-12-31T00:00:00.000Z,37.65876,-122.407,3.98,6.77,22,37,5.53,5.53,76.9,76.9,12.22,12.22,Cypress and Pine Playlot
DHSHV3008,2024-10-31T00:00:00.000Z,2024-11-01T00:00:00.000Z,37.65544,122.41276,7.98,6.99,44,38,10.2,10.2,70.32,70.32,15.24,15.24,Rise South City Office
DHSHV3008,2025-01-22T00:00:00.000Z,2025-01-23T00:00:00.000Z,37.65544,-122.41276,24.59,15.18,80,62,24.03,24.03,59.14,59.14,10.56,10.56,Rise South City Office
DHSHV3008,2024-11-01T00:00:00.000Z,2024-11-02T00:00:00.000Z,37.65544,122.41276,10.47,8.52,53,47,11.58,11.58,75.29,75.29,14.22,14.22,Rise South City Office
DHSHV3008,2025-03-15T00:00:00.000Z,2025-03-16T00:00:00.000Z,37.65544,-122.41276,20.06,15.95,71,64,19.11,19.11,70.18,70.18,12.93,12.93,Rise South City Office
DHSHV3008,2024-12-01T00:00:00.000Z,2024-12-02T00:00:00.000Z,37.65544,-122.41276,17.67,12.26,67,57,21.26,21.26,57.63,57.63,14.63,14.63,Rise South City Office
DHSHV3008,2024-11-14T00:00:00.000Z,2024-11-15T00:00:00.000Z,37.65544,122.41276,9.61,7.41,52,41,11.26,11.26,79.57,79.57,13.88,13.88,Rise South City Office
DHSHV3008,2025-01-05T00:00:00.000Z,2025-01-06T00:00:00.000Z,37.65544,-122.41276,17.69,11.09,67,55,17.34,17.34,81.21,81.21,11.39,11.39,Rise South City Office
DHSHV3008,2025-01-31T00:00:00.000Z,2025-02-01T00:00:00.000Z,37.65544,-122.41276,14.62,8.83,61,49,15.96,15.96,76.24,76.24,9.76,9.76,Rise South City Office
DHSHV3008,2025-02-26T00:00:00.000Z,2025-02-27T00:00:00.000Z,37.65544,-122.41276,12.15,10.23,57,53,11.87,11.87,67.91,67.91,13.78,13.78,Rise South City Office
DHSHV3008,2025-03-24T00:00:00.000Z,2025-03-25T00:00:00.000Z,37.65544,-122.41276,12.14,7.99,57,44,13.98,13.98,74.39,74.39,15.72,15.72,Rise South City Office
DHSHV3008,2024-11-23T00:00:00.000Z,2024-11-24T00:00:00.000Z,37.65544,-122.41276,6.35,5.53,35,31,9.21,9.21,83.28,83.28,14.43,14.43,Rise South City Office
DHSHV3008,2024-11-02T00:00:00.000Z,2024-11-03T00:00:00.000Z,37.65544,122.41276,9.95,8.18,52,45,11.91,11.91,75.59,75.59,16.18,16.18,Rise South City Office
DHSHV3008,2025-02-09T00:00:00.000Z,2025-02-10T00:00:00.000Z,37.65544,-122.41276,7.32,6.49,41,36,8.75,8.75,67.89,67.89,9.69,9.69,Rise South City Office
DHSHV3008,2025-03-07T00:00:00.000Z,2025-03-08T00:00:00.000Z,37.65544,-122.41276,14.39,11.46,61,55,13.89,13.89,72.08,72.08,12.62,12.62,Rise South City Office
DHSHV3008,2024-12-02T00:00:00.000Z,2024-12-03T00:00:00.000Z,37.65544,-122.41276,18.97,12.51,69,57,22.16,22.16,59.32,59.32,14.52,14.52,Rise South City Office
DHSHV3008,2024-12-28T00:00:00.000Z,2024-12-29T00:00:00.000Z,37.65544,-122.41276,16.54,10.99,65,54,19.77,19.77,85.84,85.84,14.76,14.76,Rise South City Office
DHSHV3008,2025-01-23T00:00:00.000Z,2025-01-24T00:00:00.000Z,37.65544,-122.41276,21.38,15.33,74,63,24.03,24.03,54.24,54.24,12.83,12.83,Rise South City Office
DHSHV3008,2025-02-18T00:00:00.000Z,2025-02-19T00:00:00.000Z,37.65544,-122.41276,9.89,8.19,52,45,9.76,9.76,74.65,74.65,11.93,11.93,Rise South City Office
DHSHV3008,2025-03-16T00:00:00.000Z,2025-03-17T00:00:00.000Z,37.65544,-122.41276,10.89,10.23,54,53,11.22,11.22,71.93,71.93,12.75,12.75,Rise South City Office
DHSHV3008,2024-11-15T00:00:00.000Z,2024-11-16T00:00:00.000Z,37.65544,122.41276,7.96,7.62,44,42,9.18,9.18,66.88,66.88,13.14,13.14,Rise South City Office
DHSHV3008,2024-11-03T00:00:00.000Z,2024-11-04T00:00:00.000Z,37.65544,122.41276,4.75,5.97,26,33,6.43,6.43,68.88,68.88,15.26,15.26,Rise South City Office
DHSHV3008,2025-02-01T00:00:00.000Z,2025-02-02T00:00:00.000Z,37.65544,-122.41276,9.07,5.53,50,31,11.6,11.6,87.61,87.61,13.34,13.34,Rise South City Office
DHSHV3008,2025-02-27T00:00:00.000Z,2025-02-28T00:00:00.000Z,37.65544,-122.41276,9.64,8.43,52,47,12.09,12.09,62.58,62.58,15.83,15.83,Rise South City Office
DHSHV3008,2025-03-25T00:00:00.000Z,2025-03-26T00:00:00.000Z,37.65544,-122.41276,9.17,8.12,51,45,13.52,13.52,61.6,61.6,21.18,21.18,Rise South City Office
DHSHV3008,2024-11-24T00:00:00.000Z,2024-11-25T00:00:00.000Z,37.65544,-122.41276,7.34,5.65,41,31,8.73,8.73,79.66,79.66,11.28,11.28,Rise South City Office
DHSHV3008,2025-01-15T00:00:00.000Z,2025-01-16T00:00:00.000Z,37.65544,-122.41276,16.52,11.12,65,55,17.39,17.39,66.87,66.87,10.95,10.95,Rise South City Office
DHSHV3008,2025-02-10T00:00:00.000Z,2025-02-11T00:00:00.000Z,37.65544,-122.41276,7.03,6.59,39,36,7.99,7.99,65.94,65.94,9.1,9.1,Rise South City Office
DHSHV3008,2025-03-08T00:00:00.000Z,2025-03-09T00:00:00.000Z,37.65544,-122.41276,12.54,9.84,57,52,13.69,13.69,72.72,72.72,12.96,12.96,Rise South City Office
DHSHV3008,2024-12-03T00:00:00.000Z,2024-12-04T00:00:00.000Z,37.65544,-122.41276,17.15,11.79,66,56,19.87,19.87,60.32,60.32,13.61,13.61,Rise South City Office
