GEOID,NAME,unw_centroid_long,unw_centroid_lat,Estimated Population,Percent Non-Hispanic,Percent Non-Hispanic White ,Percent Non-Hispanic Black ,Percent Non-Hispanic American Indian/Alaska Native ,Percent Non-Hispanic Asian ,Percent Non-Hispanic Native Hawaiian/Other Pacific Islander ,Percent Non-Hispanic Other ,Percent Non-Hispanic Two or More Races,Percent Hispanic ,Estimate Educated,Median Income ,Population Below Poverty Level,Population Income to Poverty Level,Percent Below 100% FPL,Percent Between 100% and 199% FPL,"Unemployment Rate, 16 and Over",Percent Below 200% FPL,Percent High School or Less,Percent Some College or Greater,Labor Force Participation Rate ,Percent Non-White,Redlining (HOLC Grade),Asthma Prevalence,Smoking Prevalence,Obesity Prevalence,COPD Prevalence,Lack of Health Care Access Prevalence,"ICE, Nonwhite by Income ","ICE, Rent Versus Owned ",Particulate Matter ,Housing Stress,Percent Population Within Half a Mile to Parks,Percent Population With Access to Healthy Foods
6081600800,Census Tract 6008; San Mateo County; California,-122.48051296,37.69992514,7861,66.8871644828902,20.8370436331256,1.45019717593182,1.9463172624348,40.7072891489632,0,0,1.9463172624348,33.1128355171098,4916,41208,7861,1484,22.911051212938,8.15363881401617,8.8,31.0646900269542,40.2156224572823,59.7843775427177,86.8452280047466,79.1629563668745,NA,8.4,10.9,20.9,3.7,9.5,49.0890688259109,14.5748987854251,11.0851846773072,51.5158207043939,80.3333333333333,0
6081600900,Census Tract 6009; San Mateo County; California,-122.48820177,37.70469206,3994,87.2558838257386,35.728592889334,0,1.17676514772158,43.465197796695,0,0.42563845768653,6.45968953430145,12.7441161742614,2766,53298,3994,675,7.7037037037037,0,5.3,7.7037037037037,15.0397686189443,84.9602313810557,77.8329197684036,64.271407110666,NA,8,9.4,18.3,4.4,5.3,57.3699421965318,78.5404624277457,10.8884764298867,40.0749063670412,100,0
6081601000,Census Tract 6010; San Mateo County; California,-122.49263558,37.67842979,7415,87.093728927849,16.695886716116,6.71611598111935,0,51.490222521915,1.48347943358058,5.826028320971,4.881995954147,12.906271072151,5276,49370,7415,1160,0,21.7241379310345,6.2,21.7241379310345,26.0614101592115,73.9385898407885,84.1358555460017,83.304113283884,NA,7.7,8.7,18.4,3.6,6,55.1890941072999,85.3562005277045,9.56998721363131,37.1168483543715,100,0.303775495443368
6081601100,Census Tract 6011; San Mateo County; California,-122.48937581,37.69219578,6197,94.7555268678393,14.5877037276101,2.04937873164434,0,69.1302243020817,5.09924156850089,0,3.88897853800226,5.24447313216072,4378,54933,6140,846,0,14.1843971631206,3.4,14.1843971631206,26.2220191868433,73.7779808131567,79.9760765550239,85.4122962723899,NA,7.5,7.9,17.1,3.6,6,53.4828496042216,82.8496042216359,11.4387688686539,34.9610392994892,70,NA
6081601200,Census Tract 6012; San Mateo County; California,-122.4784326,37.69330256,6706,79.1529973158366,26.4688338801074,1.23769758425291,0,47.1219803161348,0,0,4.32448553534149,20.8470026841634,5118,56832,6679,1320,0,17.5,2.7,17.5,31.4771395076202,68.5228604923798,84.9109002545707,73.5311661198926,NA,8.5,10.8,21.1,4.4,7.3,55.2594002855783,46.7396477867682,11.853242858855,41.7452830188679,41,NA
6081601301,Census Tract 6013.01; San Mateo County; California,-122.4664596,37.69027062,4004,52.5474525474525,7.46753246753247,0.274725274725275,0,41.7832167832168,0,0.174825174825175,2.84715284715285,47.4525474525474,2842,31994,4004,598,2.67558528428094,12.5418060200669,3.4,15.2173913043478,38.7755102040816,61.2244897959184,78.597050617776,92.5324675324675,NA,8.3,10.3,20.4,4.2,9.7,45.6597222222222,26.4756944444444,11.8165125167236,NA,89,NA
6081601302,Census Tract 6013.02; San Mateo County; California,-122.46481774,37.68582934,4581,67.9545950665793,3.0561012879284,1.68085570836062,0,56.2322636978826,0.0436585898275486,0,6.94171578258022,32.0454049334206,3267,42261,4581,851,0,45.828437132785,3,45.828437132785,47.4135292317111,52.5864707682889,75.210355987055,96.9438987120716,NA,9.1,13.8,23.1,5,14,47.9625918503674,30.9953239812959,10.8637301095613,41.9689119170984,76.6666666666667,5.04666436225372
6081601400,Census Tract 6014; San Mateo County; California,-122.47878989,37.68122841,7102,90.4252323289214,9.39172064207266,0.64770487186708,0,73.9650802590819,0,2.99915516755843,3.42157138834131,9.57476767107857,5658,47136,6993,958,0,0,7.6,0,28.8971367974549,71.1028632025451,80.842455973346,90.6082793579273,NA,7.1,7.4,15.3,3.4,5.7,48.9405803777061,61.1699677567941,11.6646758826539,44.833521705033,65,NA
6081601501,Census Tract 6015.01; San Mateo County; California,-122.4856091,37.67506891,4917,87.9398006914785,5.91824283099451,6.1012812690665,0,75.1677852348993,0,0,0.752491356518202,12.0601993085215,4015,54205,4898,509,7.46561886051081,0,1.1,7.46561886051081,29.6139476961395,70.3860523038605,84.6009389671362,94.0817571690055,NA,6.7,7.7,14.9,3.3,5.5,49.0041208791209,89.6291208791209,10.3541075132211,43.1034482758621,100,NA
6081601502,Census Tract 6015.02; San Mateo County; California,-122.47832465,37.66921556,4995,74.8148148148148,8.62862862862863,4.5045045045045,0.22022022022022,55.2352352352352,0.900900900900901,0.34034034034034,4.98498498498498,25.1851851851852,3733,38502,4679,682,5.86510263929619,19.6480938416422,7.6,25.5131964809384,38.2802035896062,61.7197964103938,85.9452736318408,91.3713713713714,NA,8.1,10.7,20,3.7,8.6,44.73208910295,20.1685731487056,11.4788475553975,63.716814159292,90,NA
6081601601,Census Tract 6016.01; San Mateo County; California,-122.4497207,37.6782664,2742,65.1349380014588,17.5054704595186,1.64113785557987,0,40.9919766593727,0.0364697301239971,1.34938001458789,3.61050328227571,34.8650619985412,1955,44222,2740,565,8.84955752212389,12.0353982300885,3.3,20.8849557522124,38.1585677749361,61.8414322250639,85.5985037406484,82.4945295404814,NA,8.6,10.5,21.9,4.9,8.7,51.8259935553169,65.5209452201933,11.0343307345203,41.8656820121891,58.3333333333333,5.04666436225372
6081601603,Census Tract 6016.03; San Mateo County; California,-122.46094665,37.6554377,6487,87.9142901186989,6.82904270078619,2.17357792508093,0,68.0437798674272,3.94635424695545,0,6.92153537844921,12.0857098813011,4884,45135,6465,1143,25.2843394575678,9.09886264216973,2.8,34.3832020997375,24.9385749385749,75.0614250614251,82.119021134594,93.1709572992138,NA,7.4,9.1,17.5,3.8,6.1,46.7019740009629,61.1940298507463,11.6854913125739,36.3000197122019,100,NA
6081601604,Census Tract 6016.04; San Mateo County; California,-122.46918351,37.66963337,2431,77.7046482928836,17.9761415055533,2.83833813245578,0,51.6248457424928,0,0,5.26532291238174,22.2953517071164,2079,67289,2431,262,0,0,3.4,0,23.7614237614238,76.2385762385762,91.9071873231466,82.0238584944467,NA,7.7,7.4,18.3,3,4.8,54.5414069456812,63.4016028495102,11.7444673514673,50,76,NA
6081601605,Census Tract 6016.05; San Mateo County; California,-122.46983795,37.6569148,6016,91.0073138297872,6.91489361702128,2.47672872340426,0.199468085106383,80.4022606382979,0,0,1.01396276595745,8.99268617021277,4865,51250,5998,763,0,0,1.9,0,28.4686536485098,71.5313463514902,82.6300578034682,93.0851063829787,NA,6.8,7.1,15.4,3.1,5.6,46.1882229232387,79.3375394321767,11.3864696962198,40.7821229050279,100,NA
